,text,created_at,tweet_id,user_id,user_name,user_location,user_description
0,"RT @RailMinIndia: Enhancing safety of Rolling Stocks &amp; Train Operations!

Development of Coach Maintenance Facilities at Aurangabad &amp; Jalna…",2022-10-04 11:31:06+00:00,1577260013730508800,810824297103036416,RPF post Marripalem,,
1,RT @RailMinIndia: क्रांतिकारी गतिविधियों एवं राष्ट्रवादी विचारों से आजादी की लड़ाई को नई गति प्रदान करने वाले स्वतंत्रता सेनानी और लेखक…,2022-10-04 11:31:04+00:00,1577260005329289216,3302123156,DRM Solapur,,
2,RT @Himansh09605240: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Please clear all waiting candidates of cen1/2018 Technician,2022-10-04 11:30:42+00:00,1577259915642445825,1486717593389961222,Umesh Kumar,,Berojgar
3,RT @vijaykumawat_88: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia @GM_NRly @RailMinIndia @AshwiniVaishnaw @manojkjhadu @JaskaurBJP @Sadhv…,2022-10-04 11:30:40+00:00,1577259905676849152,1486717593389961222,Umesh Kumar,,Berojgar
4,"RT @RailMinIndia: Modern Outlook &amp; Contemporary Style! 

All stations of the @NHSRCL Project will reflect the spirit of each city, designed…",2022-10-04 11:30:37+00:00,1577259894562246657,3302123156,DRM Solapur,,
5,RT @Rakesh46241399: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Rrb Mumbai me 339 candidate waiting me hai or dimand abhi 777 hai .koi b…,2022-10-04 11:30:36+00:00,1577259890417901569,1486717593389961222,Umesh Kumar,,Berojgar
6,"RT @Ak95708495Kumar: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Thanks sir
#technician 🙏🙏🙏",2022-10-04 11:30:31+00:00,1577259867336630272,1486717593389961222,Umesh Kumar,,Berojgar
7,RT @MayaMahawar: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia All waiting clear karo sir please,2022-10-04 11:30:27+00:00,1577259853491228672,1486717593389961222,Umesh Kumar,,Berojgar
8,"RT @vijaykumawat_88: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Justice for technician CEN 01/2018
@GM_NRly @RailMinIndia @AshwiniVaish…",2022-10-04 11:30:25+00:00,1577259843269713921,1486717593389961222,Umesh Kumar,,Berojgar
9,RT @RailMinIndia: Varanasi Junction Railway Station has been certified with ISO 14001:2015 'Environment Management System' for providing pa…,2022-10-04 11:30:25+00:00,1577259842212806656,1567774581649461248,rpficbg,"Bhongir, India",
10,RT @SitamberAli: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Sir please 🙏🙏 sir hamari jindagi ka sawaal hai kuch kariye AAP hi hamare fu…,2022-10-04 11:30:21+00:00,1577259825192239105,1486717593389961222,Umesh Kumar,,Berojgar
11,RT @LalanKu80497516: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Please sir hamlog ka waiting clear kare100%tecnician cen01/2018,2022-10-04 11:30:17+00:00,1577259811460108288,1486717593389961222,Umesh Kumar,,Berojgar
12,"RT @Munnaku90057679: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia @RadhamohanBJP @manojkjhadu @nitin_gadkari 
साहब 4 साल से शर्मिंदा हु,…",2022-10-04 11:30:14+00:00,1577259798009024512,1486717593389961222,Umesh Kumar,,Berojgar
13,RT @The24_news: @scrstandby1 @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia रोहिंग्या पर तो NRC लागू नही कर पा रहे बीजेपी ने सोचा लगे हाथो…,2022-10-04 11:30:10+00:00,1577259781366030336,1486717593389961222,Umesh Kumar,,Berojgar
14,RT @scrstandby1: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia #JUSTICE_FOR_TECHNICIAN रेलवे मंत्रालय से केवल हमारी यही गुजारिश है कि हम…,2022-10-04 11:30:07+00:00,1577259769429053440,1486717593389961222,Umesh Kumar,,Berojgar
15,RT @Chandangupta919: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia सर जी हम लोग 4 साल से मेडिकल फिट होते हुए भी टेक्नीशियन CEN-01/2018 तब…,2022-10-04 11:30:04+00:00,1577259756778975232,1486717593389961222,Umesh Kumar,,Berojgar
16,RT @AkashPacherwall: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia हम 2018 से मेडिकल फीट अभ्यर्थी रेलवे के टेक्नीशियन उम्मीदवार है लगभग 30…,2022-10-04 11:30:00+00:00,1577259739292934144,1486717593389961222,Umesh Kumar,,Berojgar
17,RT @Sanju44994181: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia #JUSTICE_FOR_TECHNICIAN रेलवे मंत्रालय से केवल हमारी यही गुजारिश है कि हम…,2022-10-04 11:29:57+00:00,1577259725372067840,1486717593389961222,Umesh Kumar,,Berojgar
18,"RT @irtcso: कुछ ट्रेनों में आज तक बेड रोल सर्विस आज तक प्रारम्भ नही हुई है, जबकि रेलवे बोर्ड द्वारा शुरू करने के निर्देश काफी पहले से दे दि…",2022-10-04 11:29:53+00:00,1577259711191453696,76107715,pawan yadav,,
19,RT @MohanSi62434375: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia 28.6.2022 रेलवे स्थायी समिति सभी 29 सदस्यों द्वारा CEN-01/2018 टेक्नीशि…,2022-10-04 11:29:51+00:00,1577259700676005888,1486717593389961222,Umesh Kumar,,Berojgar
20,RT @MUKESHK02458911: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia Pl Sir Clear all Standby Technician Cen-01/2018 https://t.co/NIU5UQINQm,2022-10-04 11:29:47+00:00,1577259686293667840,1486717593389961222,Umesh Kumar,,Berojgar
21,RT @scrstandby1: @sudhirbishnoi_ @AshwiniVaishnaw @RailMinIndia सर जी हम लोग 4 साल से मेडिकल फिट होते हुए भी टेक्नीशियन CEN-01/2018 तब भी ह…,2022-10-04 11:29:41+00:00,1577259659303321603,1486717593389961222,Umesh Kumar,,Berojgar
22,"@RailMinIndia 

Trains in India these days are being delayed a lot. I am writing this while standing on a platform… https://t.co/yyR6abkK3M",2022-10-04 11:29:30+00:00,1577259611106988032,884783087133102080,Abhishek Aggarwal,,
23,@WesternRly @DarshanaJardosh @RailMinIndia @drmadiwr @DRMBRCWR @DRM_BVP @RatlamDRM @wrdrmrjt @BoghawalaHemali This… https://t.co/EQQTwQ5w9o,2022-10-04 11:29:23+00:00,1577259583332298752,918907469501308928,Jimesh Mehta,Ankleshwar,Journalists
24,"RT @trains_of_india: Please take strict action against such stupid Youtubers who are misusing the emergency features for views,
Even on the…",2022-10-04 11:29:13+00:00,1577259540952727552,1246254994644299776,Pawan Kumar Prasad,"Deoria, Uttar Pradesh","National Rail and Transportation Institute, Ministry of Railways 🇮🇳"
25,@drmbct @NWRailways @WesternRly @RailwaySeva @srdombct This really of indian railway now a days no action taking on… https://t.co/2QniMqkaiK,2022-10-04 11:28:58+00:00,1577259477539385344,2538151368,Ranjit Chauhan,"वलसाड़, भारत",I believe in myself!
26,RT @ulikedhan2: @RailMinIndia @AshwiniVaishnaw @raosahebdanve @DrBhagwatKarad बातें बुलेट ट्रेन की होती है सेमी हाई स्पीड ट्रेन चलती है 500…,2022-10-04 11:28:51+00:00,1577259448925507584,1426501191211515906,ABHISHEK THAKUR,मुजफ्फरपुर से समस्तीपुर के बीच,"ढोली मांगे अपना हक. 
ढोली सकरा मुजफ्फरपुर बिहार"
27,@VSKPJn @imVizagite @DarshanaJardosh @RailMinIndia @PMOIndia @TexMinIndia @VisakhapatnamJn #VSKP to #BSB Direct Train ?,2022-10-04 11:27:17+00:00,1577259055269040129,82032058,SVCS,Vizag - Andhra Pradesh - India,"SV Consultancy Services.
Consultant - Finance & Accounts.
Vizag City Local.
Born & Brought up in Visakhapatnam.
For Development of Vizag Infra, Tourism & IT."
28,@AshwiniVaishnaw @WesternRly @RailMinIndia please add stop at Borivali for Vande Bharat 3 i.e. Vande Bharat 2.0. Th… https://t.co/6diZfFIAYg,2022-10-04 11:27:17+00:00,1577259055197827073,167760796,CA BHAVIN VORA,"Mumbai,India","Chartered Accountant, Lets discuss Politics, Games, Techno Geek, Mobiles, Traveling, Adventure"
29,@RailMinIndia @AshwiniVaishnaw @secrail @DRMBilaspur trains are running abnormal late &amp; no status available today t… https://t.co/SIqEuolQoo,2022-10-04 11:26:49+00:00,1577258939518836737,76288425,VK,India ,
30,RT @rpfncrpryj: @rpfncr @sureshR09864410 @nOkCpWtvJgR6NMG @PakPMO @RailMinIndia @sanjay_chander @RVermancr @GMNCR1 @drmncrald @SrDOM_ALD @A…,2022-10-04 11:26:47+00:00,1577258931294179329,1257940117479546881,Mohit Pandey,India,journalist
31,RT @RailMinIndia: A walk-through of the graphical representation of the to be redeveloped Chhatrapati Shivaji Maharaj Terminus Railway Stat…,2022-10-04 11:26:35+00:00,1577258879716446209,1573230467335086080,Parvind Negi,,
32,RT @nOkCpWtvJgR6NMG: @rpfncrpryj @rpfncr @sureshR09864410 @PakPMO @RailMinIndia @sanjay_chander @RVermancr @GMNCR1 @drmncrald @SrDOM_ALD @A…,2022-10-04 11:26:10+00:00,1577258774095855622,1257940117479546881,Mohit Pandey,India,journalist
33,RT @fskulaste: नैनपुर-चिराइडोंगिरी पैसेंजर स्पेशल का मंडला फोर्ट तक विस्तार और नैनपुर-जबलपुर पैसेंजर के समय में बदलाव की स्थानीय जनता की…,2022-10-04 11:26:04+00:00,1577258749966057472,1245025384946524160,HASHMAT ALI,"New Delhi, India","PRIME WITNESS- CASH FOR VOTE  SCAM IN PARLIAMENT.(2008)
POLITICAL - BJP   

MB-No- 9911116914"
34,@rpfncrpryj @rpfncr @sureshR09864410 @PakPMO @RailMinIndia @sanjay_chander @RVermancr @GMNCR1 @drmncrald @SrDOM_ALD… https://t.co/ZGXbpiwolO,2022-10-04 11:25:51+00:00,1577258696031506432,1257940117479546881,Mohit Pandey,India,journalist
35,RT @RPF_INDIA: #RPF SI Ashwini Kumar &amp; Sunil Kumar saved  the life of a passenger who was being dragged alongwith the train in course of bo…,2022-10-04 11:25:49+00:00,1577258687617331201,810824297103036416,RPF post Marripalem,,
36,RT @PIB_India: .@RailMinIndia notifies 179 special services (in pairs) to ensure smooth and comfortable travel to the passengers during thi…,2022-10-04 11:25:37+00:00,1577258634240675840,1454850462386167811,Aatmanirbhar Bharat,,"Aatmanirbhar Bharat
Make in India"
37,RT @pibchennai: .@RailMinIndia notifies 179 special services (in pairs) to ensure smooth and comfortable travel to the passengers during th…,2022-10-04 11:25:36+00:00,1577258633217200129,3287199386,DRM - Tiruchchirappalli,,"Official handle of Divisional Railway Manager, Tiruchchirappalli. Service With Commitment; Progress With Pride!"
38,RT @RPF_INDIA: #RPF SI Ashwini Kumar &amp; Sunil Kumar saved  the life of a passenger who was being dragged alongwith the train in course of bo…,2022-10-04 11:25:21+00:00,1577258569002811392,1466338720823459840,Sandeep Kumar,,
39,RT @VSKPJn: @DarshanaJardosh @RailMinIndia @PMOIndia @TexMinIndia Please fulfil a promise of starting @VisakhapatnamJn  Banaras SF exp from…,2022-10-04 11:25:19+00:00,1577258559041318912,2525787258,Bhaskar,"Hyderabad, India","These are my opinions, purely personal. Not necessarily shared by reasonable-minded people nor my benevolent corporate overlords"
40,RT @RailMinIndia: माननीय रेल मंत्री श्री @AshwiniVaishnaw जी द्वारा माननीय रेल राज्य मंत्री श्री @raosahebdanve जी एवं माननीय वित्त राज्य…,2022-10-04 11:25:12+00:00,1577258529211097089,810824297103036416,RPF post Marripalem,,
41,@jatin_8871 @DarshanaJardosh @PMOIndia @RailMinIndia @WesternRly @srdombct @raosaheboffice @AshwiniVaishnaw… https://t.co/p2gT2oVycN,2022-10-04 11:25:04+00:00,1577258497846423559,921385017187504128,Yogesh Shah,"Ankleshwar, India",मैं एक सीधा-सादा हिंदुस्तानी हूं जिसे अपनी भारत माता के प्रति बेहद प्यार है। जय हिंद। #DieHardCricketFan #CricketMeriJaan #ISupportCAA #ISupportNRC
42,"RT @RailMinIndia: जीवन रक्षक बना सजग आरपीएफ कर्मी!

उत्तर प्रदेश के मथुरा रेलवे स्टेशन पर 1/10/22 को ट्रेन संख्या 22634 में यात्रा कर रहे…",2022-10-04 11:24:56+00:00,1577258462077423622,1466338720823459840,Sandeep Kumar,,
43,"RT @awadhes42011956: सर train no.12026 मऊ एक्सप्रेस के कोच नंबर S 1में बर्थ संख्या 38 पर एक लेडी की तबियत citical है, 5month की प्रेगनेंट…",2022-10-04 11:24:55+00:00,1577258460105781250,972791695225114624,vishal goswami,"Lucknow, India","need a social change
RT are personal view"
44,"@rashtrapatibhvn 
@AshwiniVaishnaw 
@narendramodi 
@RailMinIndia 
@PMOIndia 
Good evening sir
Railway hospital के p… https://t.co/uPRa99Bklr",2022-10-04 11:24:49+00:00,1577258432864083968,2855722376,Mukesh Kumar Sah,"वाराणसी, भारत","A hardworking Lab Technician
 The corona warrior"
45,RT @fskulaste: नैनपुर-चिराइडोंगिरी पैसेंजर स्पेशल का मंडला फोर्ट तक विस्तार और नैनपुर-जबलपुर पैसेंजर के समय में बदलाव की स्थानीय जनता की…,2022-10-04 11:24:26+00:00,1577258338898714624,1080429302485786624,Shivajibhakt,India,"Followed by @Rajput_Ramesh @beingarun28 @Gajjusay @LokendraParasar @PiyushGoyalOffc @TajinderBagga   believe in Modi ji , RSS"
46,"RT @DRMWaltairECoR: @RailMinIndia @EastCoastRail @DRMSambalpur @DRMKhurdaRoad @SCRailwayIndia @serailwaykol 
WAT divn breaks its own record…",2022-10-04 11:24:21+00:00,1577258316438261760,810824297103036416,RPF post Marripalem,,
47,@DarshanaJardosh @RailMinIndia @PMOIndia @TexMinIndia Before bjp come to power congress and other non congress gove… https://t.co/dajPsdl07g,2022-10-04 11:24:17+00:00,1577258298914803713,705478153527885824,Rajkumar,"Salem, India",
48,"@raosahebdanve @RailMinIndia On the growth track! 

With improved cargo handling capacity, the Indian Railways is e… https://t.co/clbQsQ52ZY",2022-10-04 11:24:12+00:00,1577258279150899200,1568870361323962369,manik Danve,,MANIK PATIL DANVE
49,@KVSAINI0598 @RailMinIndia @gmwcrailway @wc_railway @drmkota @drmjabalpur @AshwiniVaishnaw Kindly specify the Stati… https://t.co/BhRLLmOLau,2022-10-04 11:24:02+00:00,1577258236347965441,3279474572,DRM BHOPAL,,"Divisional Railway Manager, Bhopal Division, West Central Railway.       ग्राहक सेवा में अग्रगामी से अग्रणी, उत्कृष्ट से सर्वोत्कृष्ट"
50,"#IndianRailways: तत्काल रिजर्वेशन से पहले जान लें ये नियम, आसानी से बुक होगी ट्रेन टिकट
@IRCTCofficial… https://t.co/B8iHD7CFNA",2022-10-04 11:24:01+00:00,1577258234670641152,1158688497479245830,Moneycontrol Hindi,Noida,Moneycontrol न्यूज़ अब हिंदी में
51,"Finding ways to plan your journey on short notices?
Here's all you need to know about #Tatkal train ticket reservat… https://t.co/9rDNEgeGJ9",2022-10-04 11:23:58+00:00,1577258220154150912,2856854318,Paurush Omar,"Kanpur, India","Content Producer @LiveMint | 
Goegrapher turned Journalist | 
Poet; Writer | 
Alma Mater- IIMC Delhi | DSE | KMC"
52,"RT @RailMinIndia: Leaping towards Mission 100% Electrification!

Electrification of Khanapur-Latur Road (98.7 RKM), part of the Parli Vaijn…",2022-10-04 11:23:58+00:00,1577258219076210688,1466338720823459840,Sandeep Kumar,,
53,"RT @RPF_INDIA: Two new lives welcomed....
#RPF made all possible arrangements to welcome new lives in the world when they assisted two preg…",2022-10-04 11:23:55+00:00,1577258206639714305,1425738122483036167,RPF post Barasat,Barasat,Railway Protection Force/Barasat Post
